,year,Effort,sample.bout,date,obsname,Area,Region.Label,Point_Num,Sample.Label,Minute,Species,Aspect,distance,How,Flock,WindAvg_mph,WindMax_mph,RH_Point,Temp_Point,Group,GroupArea
1951,2024,1,1,2024-07-05,2,192,GAR-WIL-C,6,GAR-WIL-C-6,NA,NA,NA,NA,NA,NA,4.6,6.5,76.4,60.6,GAR-WIL,576
1952,2024,1,1,2024-07-05,2,192,GAR-WIL-C,6,GAR-WIL-C-6,1,DICK,5,159,C,1,4.6,6.5,76.4,60.6,GAR-WIL,576
1953,2024,1,1,2024-07-05,2,192,GAR-WIL-C,6,GAR-WIL-C-6,1,SPTO,6,146,C,1,4.6,6.5,76.4,60.6,GAR-WIL,576
1954,2024,1,1,2024-07-05,2,192,GAR-WIL-C,6,GAR-WIL-C-6,2,DICK,6,147,C,1,4.6,6.5,76.4,60.6,GAR-WIL,576
1955,2024,1,1,2024-07-05,2,192,GAR-WIL-C,6,GAR-WIL-C-6,3,LASP,5,137,C,1,4.6,6.5,76.4,60.6,GAR-WIL,576
1956,2024,1,1,2024-07-05,2,192,GAR-WIL-C,6,GAR-WIL-C-6,2,DICK,4,130,C,1,4.6,6.5,76.4,60.6,GAR-WIL,576
1957,2024,1,1,2024-07-05,2,192,GAR-WIL-C,6,GAR-WIL-C-6,3,WEME,5,108,C,1,4.6,6.5,76.4,60.6,GAR-WIL,576
1958,2024,1,1,2024-07-05,2,192,GAR-WIL-C,6,GAR-WIL-C-6,3,BHCO,7,125,V,1,4.6,6.5,76.4,60.6,GAR-WIL,576
1959,2024,1,1,2024-07-05,2,192,GAR-WIL-C,6,GAR-WIL-C-6,1,GRSP,1,100,C,1,4.6,6.5,76.4,60.6,GAR-WIL,576
1960,2024,1,1,2024-07-05,2,192,GAR-WIL-C,6,GAR-WIL-C-6,1,FISP,5,180,C,1,4.6,6.5,76.4,60.6,GAR-WIL,576
1961,2024,1,1,2024-07-05,2,192,GAR-WIL-C,6,GAR-WIL-C-6,1,GRSP,6,90,C,1,4.6,6.5,76.4,60.6,GAR-WIL,576
1962,2024,1,1,2024-07-05,2,192,GAR-WIL-C,6,GAR-WIL-C-6,1,SPTO,5,140,C,1,4.6,6.5,76.4,60.6,GAR-WIL,576
1963,2024,1,1,2024-07-05,2,192,GAR-WIL-C,6,GAR-WIL-C-6,2,BHCO,1,98,C,1,4.6,6.5,76.4,60.6,GAR-WIL,576
1964,2024,1,1,2024-07-05,2,192,GAR-WIL-C,6,GAR-WIL-C-6,2,BHCO,0,112,C,1,4.6,6.5,76.4,60.6,GAR-WIL,576
1965,2024,1,1,2024-07-05,2,192,GAR-WIL-C,6,GAR-WIL-C-6,3,GRSP,3,79,C,1,4.6,6.5,76.4,60.6,GAR-WIL,576
1966,2024,1,1,2024-07-05,2,192,GAR-WIL-C,6,GAR-WIL-C-6,3,BHCO,5,54,C,1,4.6,6.5,76.4,60.6,GAR-WIL,576
1967,2024,1,1,2024-07-05,2,192,GAR-WIL-C,6,GAR-WIL-C-6,4,BHCO,6,80,C,1,4.6,6.5,76.4,60.6,GAR-WIL,576
1968,2024,1,1,2024-07-05,2,192,GAR-WIL-C,6,GAR-WIL-C-6,4,GRSP,2,72,C,1,4.6,6.5,76.4,60.6,GAR-WIL,576
1969,2024,1,1,2024-07-05,2,192,GAR-WIL-C,6,GAR-WIL-C-6,2,WEME,1,79,C,1,4.6,6.5,76.4,60.6,GAR-WIL,576
1970,2024,1,1,2024-07-05,2,192,GAR-WIL-C,6,GAR-WIL-C-6,2,WEME,7,102,C,1,4.6,6.5,76.4,60.6,GAR-WIL,576
1971,2024,1,1,2024-07-05,2,192,GAR-WIL-C,6,GAR-WIL-C-6,5,MODO,6,200,C,1,4.6,6.5,76.4,60.6,GAR-WIL,576
1972,2024,1,1,2024-07-05,2,192,GAR-WIL-C,6,GAR-WIL-C-6,5,DICK,1,82,C,1,4.6,6.5,76.4,60.6,GAR-WIL,576
1973,2024,1,1,2024-07-05,2,192,GAR-WIL-C,6,GAR-WIL-C-6,5,FISP,0,150,C,1,4.6,6.5,76.4,60.6,GAR-WIL,576
1974,2024,1,1,2024-07-05,2,192,GAR-WIL-C,7,GAR-WIL-C-7,NA,NA,NA,NA,NA,NA,4.4,5.7,82.9,57.1,GAR-WIL,576
1975,2024,1,1,2024-07-05,2,192,GAR-WIL-C,7,GAR-WIL-C-7,1,GRSP,5,49,C,1,4.4,5.7,82.9,57.1,GAR-WIL,576
1976,2024,1,1,2024-07-05,2,192,GAR-WIL-C,7,GAR-WIL-C-7,1,GRSP,0,100,C,1,4.4,5.7,82.9,57.1,GAR-WIL,576
1977,2024,1,1,2024-07-05,2,192,GAR-WIL-C,7,GAR-WIL-C-7,2,WEME,6,40,C,1,4.4,5.7,82.9,57.1,GAR-WIL,576
1978,2024,1,1,2024-07-05,2,192,GAR-WIL-C,7,GAR-WIL-C-7,1,GRSP,1,108,C,1,4.4,5.7,82.9,57.1,GAR-WIL,576
1979,2024,1,1,2024-07-05,2,192,GAR-WIL-C,7,GAR-WIL-C-7,1,LASP,0,175,C,1,4.4,5.7,82.9,57.1,GAR-WIL,576
1980,2024,1,1,2024-07-05,2,192,GAR-WIL-C,7,GAR-WIL-C-7,2,FISP,3,172,C,1,4.4,5.7,82.9,57.1,GAR-WIL,576
1981,2024,1,1,2024-07-05,2,192,GAR-WIL-C,7,GAR-WIL-C-7,3,MODO,0,300,C,1,4.4,5.7,82.9,57.1,GAR-WIL,576
1982,2024,1,1,2024-07-05,2,192,GAR-WIL-C,7,GAR-WIL-C-7,2,AGOL,4,90,C,1,4.4,5.7,82.9,57.1,GAR-WIL,576
1983,2024,1,1,2024-07-05,2,192,GAR-WIL-C,7,GAR-WIL-C-7,2,BEVI,5,79,C,1,4.4,5.7,82.9,57.1,GAR-WIL,576
1984,2024,1,1,2024-07-05,2,192,GAR-WIL-C,7,GAR-WIL-C-7,1,LASP,1,168,C,1,4.4,5.7,82.9,57.1,GAR-WIL,576
1985,2024,1,1,2024-07-05,2,192,GAR-WIL-C,7,GAR-WIL-C-7,1,WEME,5,77,C,1,4.4,5.7,82.9,57.1,GAR-WIL,576
1986,2024,1,1,2024-07-05,2,192,GAR-WIL-C,7,GAR-WIL-C-7,1,FISP,1,195,C,1,4.4,5.7,82.9,57.1,GAR-WIL,576
1987,2024,1,1,2024-07-05,2,192,GAR-WIL-C,7,GAR-WIL-C-7,1,DICK,7,136,C,1,4.4,5.7,82.9,57.1,GAR-WIL,576
1988,2024,1,1,2024-07-05,2,192,GAR-WIL-C,7,GAR-WIL-C-7,5,MALL,5,50,F,2,4.4,5.7,82.9,57.1,GAR-WIL,576
1989,2024,1,1,2024-07-05,2,192,GAR-WIL-C,7,GAR-WIL-C-7,1,FISP,7,217,C,1,4.4,5.7,82.9,57.1,GAR-WIL,576
1990,2024,1,1,2024-07-05,2,192,GAR-WIL-C,7,GAR-WIL-C-7,4,BHCO,6,90,C,1,4.4,5.7,82.9,57.1,GAR-WIL,576
1991,2024,1,1,2024-07-05,2,192,GAR-WIL-C,7,GAR-WIL-C-7,3,DICK,5,80,C,1,4.4,5.7,82.9,57.1,GAR-WIL,576
1992,2024,1,1,2024-07-05,2,192,GAR-WIL-C,7,GAR-WIL-C-7,3,GRSP,3,68,C,1,4.4,5.7,82.9,57.1,GAR-WIL,576
1993,2024,1,1,2024-07-05,2,192,GAR-WIL-C,7,GAR-WIL-C-7,3,BEVI,4,85,C,1,4.4,5.7,82.9,57.1,GAR-WIL,576
1994,2024,1,1,2024-07-05,2,192,GAR-WIL-C,7,GAR-WIL-C-7,4,WEME,3,88,C,1,4.4,5.7,82.9,57.1,GAR-WIL,576
1995,2024,1,1,2024-07-05,2,192,GAR-WIL-C,7,GAR-WIL-C-7,1,GRSP,4,68,C,1,4.4,5.7,82.9,57.1,GAR-WIL,576
1996,2024,1,1,2024-07-05,2,192,GAR-WIL-C,7,GAR-WIL-C-7,5,AGOL,3,59,C,1,4.4,5.7,82.9,57.1,GAR-WIL,576
1997,2024,1,1,2024-07-05,2,192,GAR-WIL-C,8,GAR-WIL-C-8,NA,NA,NA,NA,NA,NA,5.7,8.2,70.7,63.6,GAR-WIL,576
1998,2024,1,1,2024-07-05,2,192,GAR-WIL-C,8,GAR-WIL-C-8,5,BHCO,3,58,V,1,5.7,8.2,70.7,63.6,GAR-WIL,576
1999,2024,1,1,2024-07-05,2,192,GAR-WIL-C,8,GAR-WIL-C-8,1,GRSP,2,65,C,1,5.7,8.2,70.7,63.6,GAR-WIL,576
2000,2024,1,1,2024-07-05,2,192,GAR-WIL-C,8,GAR-WIL-C-8,1,WEME,0,70,C,1,5.7,8.2,70.7,63.6,GAR-WIL,576
2001,2024,1,1,2024-07-05,2,192,GAR-WIL-C,8,GAR-WIL-C-8,4,GRSP,0,70,C,1,5.7,8.2,70.7,63.6,GAR-WIL,576
2002,2024,1,1,2024-07-05,2,192,GAR-WIL-C,8,GAR-WIL-C-8,1,GRSP,6,82,C,1,5.7,8.2,70.7,63.6,GAR-WIL,576
2003,2024,1,1,2024-07-05,2,192,GAR-WIL-C,8,GAR-WIL-C-8,1,GRSP,7,90,C,1,5.7,8.2,70.7,63.6,GAR-WIL,576
2004,2024,1,1,2024-07-05,2,192,GAR-WIL-C,8,GAR-WIL-C-8,1,DICK,7,126,C,1,5.7,8.2,70.7,63.6,GAR-WIL,576
2005,2024,1,1,2024-07-05,2,192,GAR-WIL-C,8,GAR-WIL-C-8,1,WEME,1,104,C,1,5.7,8.2,70.7,63.6,GAR-WIL,576
2006,2024,1,1,2024-07-05,2,192,GAR-WIL-C,8,GAR-WIL-C-8,2,MODO,7,76,V,1,5.7,8.2,70.7,63.6,GAR-WIL,576
2007,2024,1,1,2024-07-05,2,192,GAR-WIL-C,8,GAR-WIL-C-8,2,GRSP,3,100,C,1,5.7,8.2,70.7,63.6,GAR-WIL,576
2008,2024,1,1,2024-07-05,2,192,GAR-WIL-C,8,GAR-WIL-C-8,3,DICK,6,138,C,1,5.7,8.2,70.7,63.6,GAR-WIL,576
2009,2024,1,1,2024-07-05,2,192,GAR-WIL-C,8,GAR-WIL-C-8,2,BHCO,7,109,V,3,5.7,8.2,70.7,63.6,GAR-WIL,576
2010,2024,1,1,2024-07-05,2,192,GAR-WIL-C,8,GAR-WIL-C-8,1,WEME,5,115,C,1,5.7,8.2,70.7,63.6,GAR-WIL,576
2011,2024,1,1,2024-07-05,2,192,GAR-WIL-C,8,GAR-WIL-C-8,4,DICK,2,83,C,1,5.7,8.2,70.7,63.6,GAR-WIL,576
2012,2024,1,1,2024-07-05,2,192,GAR-WIL-C,8,GAR-WIL-C-8,1,GRSP,4,41,V,1,5.7,8.2,70.7,63.6,GAR-WIL,576
2013,2024,1,1,2024-07-05,2,192,GAR-WIL-C,8,GAR-WIL-C-8,3,FISP,1,140,C,1,5.7,8.2,70.7,63.6,GAR-WIL,576
2014,2024,1,1,2024-07-05,2,192,GAR-WIL-C,8,GAR-WIL-C-8,4,WEME,6,28,C,1,5.7,8.2,70.7,63.6,GAR-WIL,576
2015,2024,1,1,2024-07-05,2,192,GAR-WIL-C,9,GAR-WIL-C-9,1,WEME,6,58,V,1,5.2,7.1,72.5,62.7,GAR-WIL,576
2016,2024,1,1,2024-07-05,2,192,GAR-WIL-C,9,GAR-WIL-C-9,2,FISP,7,200,C,1,5.2,7.1,72.5,62.7,GAR-WIL,576
2017,2024,1,1,2024-07-05,2,192,GAR-WIL-C,9,GAR-WIL-C-9,3,GRSP,1,105,C,1,5.2,7.1,72.5,62.7,GAR-WIL,576
2018,2024,1,1,2024-07-05,2,192,GAR-WIL-C,9,GAR-WIL-C-9,1,GRSP,6,78,C,1,5.2,7.1,72.5,62.7,GAR-WIL,576
2019,2024,1,1,2024-07-05,2,192,GAR-WIL-C,9,GAR-WIL-C-9,NA,NA,NA,NA,NA,NA,5.2,7.1,72.5,62.7,GAR-WIL,576
2020,2024,1,1,2024-07-05,2,192,GAR-WIL-C,9,GAR-WIL-C-9,1,WEME,2,64,C,1,5.2,7.1,72.5,62.7,GAR-WIL,576
2021,2024,1,1,2024-07-05,2,192,GAR-WIL-C,9,GAR-WIL-C-9,1,GRSP,3,50,C,1,5.2,7.1,72.5,62.7,GAR-WIL,576
2022,2024,1,1,2024-07-05,2,192,GAR-WIL-C,9,GAR-WIL-C-9,1,LASP,7,140,C,1,5.2,7.1,72.5,62.7,GAR-WIL,576
2023,2024,1,1,2024-07-05,2,192,GAR-WIL-C,9,GAR-WIL-C-9,1,LASP,6,128,C,1,5.2,7.1,72.5,62.7,GAR-WIL,576
2024,2024,1,1,2024-07-05,2,192,GAR-WIL-C,9,GAR-WIL-C-9,2,GRSP,4,82,C,1,5.2,7.1,72.5,62.7,GAR-WIL,576
2025,2024,1,1,2024-07-05,2,192,GAR-WIL-C,9,GAR-WIL-C-9,2,WEME,1,99,C,1,5.2,7.1,72.5,62.7,GAR-WIL,576
2026,2024,1,1,2024-07-05,2,192,GAR-WIL-C,9,GAR-WIL-C-9,3,WEME,5,118,C,1,5.2,7.1,72.5,62.7,GAR-WIL,576
2027,2024,1,1,2024-07-05,2,192,GAR-WIL-C,9,GAR-WIL-C-9,3,BHCO,5,95,C,1,5.2,7.1,72.5,62.7,GAR-WIL,576
2028,2024,1,1,2024-07-05,2,192,GAR-WIL-C,9,GAR-WIL-C-9,3,GRSP,3,76,C,1,5.2,7.1,72.5,62.7,GAR-WIL,576
2029,2024,1,1,2024-07-05,2,192,GAR-WIL-C,9,GAR-WIL-C-9,5,BHCO,0,96,C,1,5.2,7.1,72.5,62.7,GAR-WIL,576
2030,2024,1,1,2024-07-05,2,192,GAR-WIL-C,9,GAR-WIL-C-9,4,SPTO,6,150,C,1,5.2,7.1,72.5,62.7,GAR-WIL,576
2031,2024,1,1,2024-07-05,2,192,GAR-WIL-C,9,GAR-WIL-C-9,4,DICK,6,148,C,1,5.2,7.1,72.5,62.7,GAR-WIL,576
2032,2024,1,1,2024-07-05,2,192,GAR-WIL-C,9,GAR-WIL-C-9,5,MODO,6,90,V,1,5.2,7.1,72.5,62.7,GAR-WIL,576
2033,2024,1,1,2024-07-05,2,192,GAR-WIL-C,9,GAR-WIL-C-9,1,LASP,5,172,C,1,5.2,7.1,72.5,62.7,GAR-WIL,576
2034,2024,1,1,2024-07-05,2,192,GAR-WIL-C,9,GAR-WIL-C-9,1,BRTH,0,41,C,1,5.2,7.1,72.5,62.7,GAR-WIL,576
2035,2024,1,1,2024-07-05,2,192,GAR-WIL-C,9,GAR-WIL-C-9,5,GRSP,2,23,C,1,5.2,7.1,72.5,62.7,GAR-WIL,576
2036,2024,1,1,2024-06-06,2,192,GAR031-A,1,GAR031-1,2,FISP,5,122,C,1,1.2,2.6,47.6,62.9,GAR031,192
2037,2024,1,1,2024-06-06,2,192,GAR031-A,1,GAR031-1,1,TUVU,5,229,C,1,1.2,2.6,47.6,62.9,GAR031,192
2038,2024,1,1,2024-06-06,2,192,GAR031-A,1,GAR031-1,1,FISP,6,88,C,1,1.2,2.6,47.6,62.9,GAR031,192
2039,2024,1,1,2024-06-06,2,192,GAR031-A,1,GAR031-1,NA,NA,NA,NA,NA,NA,1.2,2.6,47.6,62.9,GAR031,192
2040,2024,1,1,2024-06-06,2,192,GAR031-A,1,GAR031-1,2,HOWR,3,56,C,1,1.2,2.6,47.6,62.9,GAR031,192
2041,2024,1,1,2024-06-06,2,192,GAR031-A,1,GAR031-1,1,AMCR,7,300,C,1,1.2,2.6,47.6,62.9,GAR031,192
2042,2024,1,1,2024-06-06,2,192,GAR031-A,1,GAR031-1,2,HOWR,0,20,C,1,1.2,2.6,47.6,62.9,GAR031,192
2043,2024,1,1,2024-06-06,2,192,GAR031-A,1,GAR031-1,3,AMCR,0,80,C,1,1.2,2.6,47.6,62.9,GAR031,192
2044,2024,1,1,2024-06-06,2,192,GAR031-A,1,GAR031-1,3,HOWR,7,40,C,1,1.2,2.6,47.6,62.9,GAR031,192
2045,2024,1,1,2024-06-06,2,192,GAR031-A,1,GAR031-1,2,MODO,0,100,C,1,1.2,2.6,47.6,62.9,GAR031,192
2046,2024,1,1,2024-06-06,2,192,GAR031-A,1,GAR031-1,5,FISP,0,90,C,1,1.2,2.6,47.6,62.9,GAR031,192
2047,2024,1,1,2024-06-06,2,192,GAR031-A,1,GAR031-1,1,SPTO,2,37,C,1,1.2,2.6,47.6,62.9,GAR031,192
2048,2024,1,1,2024-06-06,2,192,GAR031-A,1,GAR031-1,1,GCFL,0,45,C,1,1.2,2.6,47.6,62.9,GAR031,192
2049,2024,1,1,2024-06-06,2,192,GAR031-A,1,GAR031-1,4,MODO,2,55,C,1,1.2,2.6,47.6,62.9,GAR031,192
2050,2024,1,1,2024-06-06,2,192,GAR031-A,1,GAR031-1,3,HOWR,1,35,C,1,1.2,2.6,47.6,62.9,GAR031,192
2051,2024,1,1,2024-06-06,2,192,GAR031-A,1,GAR031-1,4,BHCO,7,24,V,1,1.2,2.6,47.6,62.9,GAR031,192
2052,2024,1,1,2024-06-06,2,192,GAR031-A,13,GAR031-13,1,BHCO,6,40,C,1,0.6,1,51.8,60.6,GAR031,192
2053,2024,1,1,2024-06-06,2,192,GAR031-A,13,GAR031-13,1,HOWR,1,35,C,1,0.6,1,51.8,60.6,GAR031,192
2054,2024,1,1,2024-06-06,2,192,GAR031-A,13,GAR031-13,1,WEME,5,31,C,1,0.6,1,51.8,60.6,GAR031,192
2055,2024,1,1,2024-06-06,2,192,GAR031-A,13,GAR031-13,1,WEME,3,40,C,1,0.6,1,51.8,60.6,GAR031,192
2056,2024,1,1,2024-06-06,2,192,GAR031-A,13,GAR031-13,1,GRSP,2,46,C,1,0.6,1,51.8,60.6,GAR031,192
2057,2024,1,1,2024-06-06,2,192,GAR031-A,13,GAR031-13,1,MODO,1,60,C,1,0.6,1,51.8,60.6,GAR031,192
2058,2024,1,1,2024-06-06,2,192,GAR031-A,13,GAR031-13,4,MODO,7,85,C,1,0.6,1,51.8,60.6,GAR031,192
2059,2024,1,1,2024-06-06,2,192,GAR031-A,13,GAR031-13,4,AGOL,3,11,V,2,0.6,1,51.8,60.6,GAR031,192
2060,2024,1,1,2024-06-06,2,192,GAR031-A,13,GAR031-13,2,CHSP,7,50,C,1,0.6,1,51.8,60.6,GAR031,192
2061,2024,1,1,2024-06-06,2,192,GAR031-A,13,GAR031-13,2,DICK,6,48,C,1,0.6,1,51.8,60.6,GAR031,192
2062,2024,1,1,2024-06-06,2,192,GAR031-A,13,GAR031-13,1,AMCR,6,250,C,1,0.6,1,51.8,60.6,GAR031,192
2063,2024,1,1,2024-06-06,2,192,GAR031-A,13,GAR031-13,1,SPTO,7,36,V,1,0.6,1,51.8,60.6,GAR031,192
2064,2024,1,1,2024-06-06,2,192,GAR031-A,13,GAR031-13,NA,NA,NA,NA,NA,NA,0.6,1,51.8,60.6,GAR031,192
2065,2024,1,1,2024-06-06,2,192,GAR031-A,13,GAR031-13,3,DICK,3,78,C,1,0.6,1,51.8,60.6,GAR031,192
2066,2024,1,1,2024-06-06,2,192,GAR031-A,13,GAR031-13,4,AMCR,0,100,C,1,0.6,1,51.8,60.6,GAR031,192
2067,2024,1,1,2024-06-06,2,192,GAR031-A,13,GAR031-13,5,LASP,0,65,C,1,0.6,1,51.8,60.6,GAR031,192
2068,2024,1,1,2024-06-06,2,192,GAR031-A,13,GAR031-13,5,BLJA,1,70,C,1,0.6,1,51.8,60.6,GAR031,192
2069,2024,1,1,2024-06-06,2,192,GAR031-A,13,GAR031-13,5,WEME,6,51,C,1,0.6,1,51.8,60.6,GAR031,192
2070,2024,1,1,2024-06-06,2,192,GAR031-A,13,GAR031-13,5,NOCA,1,40,C,1,0.6,1,51.8,60.6,GAR031,192
2071,2024,1,1,2024-06-06,2,192,GAR031-A,13,GAR031-13,2,NOCA,0,75,C,1,0.6,1,51.8,60.6,GAR031,192
2072,2024,1,1,2024-06-06,2,192,GAR031-A,13,GAR031-13,3,WEME,4,71,C,1,0.6,1,51.8,60.6,GAR031,192
2073,2024,1,1,2024-06-06,2,192,GAR031-A,15,GAR031-15,1,NOFL,7,76,C,1,3.4,6.7,36.4,69.1,GAR031,192
2074,2024,1,1,2024-06-06,2,192,GAR031-A,15,GAR031-15,3,MODO,5,55,V,1,3.4,6.7,36.4,69.1,GAR031,192
2075,2024,1,1,2024-06-06,2,192,GAR031-A,15,GAR031-15,4,MODO,7,170,C,1,3.4,6.7,36.4,69.1,GAR031,192
2076,2024,1,1,2024-06-06,2,192,GAR031-A,15,GAR031-15,4,CLSW,0,70,V,3,3.4,6.7,36.4,69.1,GAR031,192
2077,2024,1,1,2024-06-06,2,192,GAR031-A,15,GAR031-15,3,CLSW,7,43,V,1,3.4,6.7,36.4,69.1,GAR031,192
2078,2024,1,1,2024-06-06,2,192,GAR031-A,15,GAR031-15,5,GRSP,2,34,C,1,3.4,6.7,36.4,69.1,GAR031,192
2079,2024,1,1,2024-06-06,2,192,GAR031-A,15,GAR031-15,NA,NA,NA,NA,NA,NA,3.4,6.7,36.4,69.1,GAR031,192
2080,2024,1,1,2024-06-06,2,192,GAR031-A,15,GAR031-15,2,BHCO,3,65,V,2,3.4,6.7,36.4,69.1,GAR031,192
2081,2024,1,1,2024-06-06,2,192,GAR031-A,15,GAR031-15,1,HOWR,1,36,C,1,3.4,6.7,36.4,69.1,GAR031,192
2082,2024,1,1,2024-06-06,2,192,GAR031-A,15,GAR031-15,1,MODO,6,71,V,1,3.4,6.7,36.4,69.1,GAR031,192
2083,2024,1,1,2024-06-06,2,192,GAR031-A,15,GAR031-15,1,HOWR,7,100,C,1,3.4,6.7,36.4,69.1,GAR031,192
2084,2024,1,1,2024-06-06,2,192,GAR031-A,15,GAR031-15,2,GRSP,4,54,V,1,3.4,6.7,36.4,69.1,GAR031,192
2085,2024,1,1,2024-06-06,2,192,GAR031-A,15,GAR031-15,3,EAKI,6,41,V,2,3.4,6.7,36.4,69.1,GAR031,192
2086,2024,1,1,2024-06-06,2,192,GAR031-A,15,GAR031-15,5,AGOL,6,43,V,2,3.4,6.7,36.4,69.1,GAR031,192
2087,2024,1,1,2024-06-06,2,192,GAR031-A,17,GAR031-17,1,AMCR,7,131,V,1,4.5,6,38.3,68.1,GAR031,192
2088,2024,1,1,2024-06-06,2,192,GAR031-A,17,GAR031-17,1,BRTH,1,77,C,1,4.5,6,38.3,68.1,GAR031,192
2089,2024,1,1,2024-06-06,2,192,GAR031-A,17,GAR031-17,3,BHCO,6,37,C,1,4.5,6,38.3,68.1,GAR031,192
2090,2024,1,1,2024-06-06,2,192,GAR031-A,17,GAR031-17,4,NOFL,4,135,C,1,4.5,6,38.3,68.1,GAR031,192
2091,2024,1,1,2024-06-06,2,192,GAR031-A,17,GAR031-17,4,AGOL,4,81,V,3,4.5,6,38.3,68.1,GAR031,192
2092,2024,1,1,2024-06-06,2,192,GAR031-A,17,GAR031-17,5,GCFL,5,73,C,1,4.5,6,38.3,68.1,GAR031,192
2093,2024,1,1,2024-06-06,2,192,GAR031-A,17,GAR031-17,NA,NA,NA,NA,NA,NA,4.5,6,38.3,68.1,GAR031,192
2094,2024,1,1,2024-06-06,2,192,GAR031-A,17,GAR031-17,5,HOWR,3,48,C,1,4.5,6,38.3,68.1,GAR031,192
2095,2024,1,1,2024-06-06,2,192,GAR031-A,17,GAR031-17,5,AMCR,3,300,C,1,4.5,6,38.3,68.1,GAR031,192
2096,2024,1,1,2024-06-06,2,192,GAR031-A,17,GAR031-17,2,RHWO,4,180,V,1,4.5,6,38.3,68.1,GAR031,192
2097,2024,1,1,2024-06-06,2,192,GAR031-A,17,GAR031-17,1,MODO,2,220,C,1,4.5,6,38.3,68.1,GAR031,192
2098,2024,1,1,2024-06-06,2,192,GAR031-A,17,GAR031-17,1,HOWR,5,66,C,1,4.5,6,38.3,68.1,GAR031,192
2099,2024,1,1,2024-06-06,2,192,GAR031-A,17,GAR031-17,1,BHCO,2,59,V,1,4.5,6,38.3,68.1,GAR031,192
2100,2024,1,1,2024-06-06,2,192,GAR031-A,17,GAR031-17,2,REVI,4,88,C,1,4.5,6,38.3,68.1,GAR031,192
2101,2024,1,1,2024-06-06,2,192,GAR031-A,17,GAR031-17,5,WEME,2,61,C,1,4.5,6,38.3,68.1,GAR031,192
2102,2024,1,1,2024-06-06,2,192,GAR031-A,20,GAR031-20,1,BRTH,7,112,V,1,1.9,5.7,53.9,59.4,GAR031,192
2103,2024,1,1,2024-06-06,2,192,GAR031-A,20,GAR031-20,1,MODO,6,75,C,1,1.9,5.7,53.9,59.4,GAR031,192
2104,2024,1,1,2024-06-06,2,192,GAR031-A,20,GAR031-20,1,AMCR,0,200,C,1,1.9,5.7,53.9,59.4,GAR031,192
2105,2024,1,1,2024-06-06,2,192,GAR031-A,20,GAR031-20,1,HOWR,1,84,C,1,1.9,5.7,53.9,59.4,GAR031,192
2106,2024,1,1,2024-06-06,2,192,GAR031-A,20,GAR031-20,2,GRSP,2,70,C,1,1.9,5.7,53.9,59.4,GAR031,192
2107,2024,1,1,2024-06-06,2,192,GAR031-A,20,GAR031-20,1,HOWR,1,116,C,1,1.9,5.7,53.9,59.4,GAR031,192
2108,2024,1,1,2024-06-06,2,192,GAR031-A,20,GAR031-20,1,BRTH,1,43,C,1,1.9,5.7,53.9,59.4,GAR031,192
2109,2024,1,1,2024-06-06,2,192,GAR031-A,20,GAR031-20,2,MODO,1,120,C,1,1.9,5.7,53.9,59.4,GAR031,192
2110,2024,1,1,2024-06-06,2,192,GAR031-A,20,GAR031-20,NA,NA,NA,NA,NA,NA,1.9,5.7,53.9,59.4,GAR031,192
2111,2024,1,1,2024-06-06,2,192,GAR031-A,20,GAR031-20,2,GRCA,7,39,C,1,1.9,5.7,53.9,59.4,GAR031,192
2112,2024,1,1,2024-06-06,2,192,GAR031-A,20,GAR031-20,2,GBHE,1,130,V,1,1.9,5.7,53.9,59.4,GAR031,192
2113,2024,1,1,2024-06-06,2,192,GAR031-A,20,GAR031-20,3,BHCO,0,43,V,1,1.9,5.7,53.9,59.4,GAR031,192
2114,2024,1,1,2024-06-06,2,192,GAR031-A,20,GAR031-20,5,GRCA,4,25,V,1,1.9,5.7,53.9,59.4,GAR031,192
2115,2024,1,1,2024-06-06,2,192,GAR031-A,20,GAR031-20,3,MODO,4,45,C,1,1.9,5.7,53.9,59.4,GAR031,192
2116,2024,1,1,2024-06-06,2,192,GAR031-A,20,GAR031-20,3,LASP,0,50,C,1,1.9,5.7,53.9,59.4,GAR031,192
2117,2024,1,1,2024-06-06,2,192,GAR031-A,21,GAR031-21,1,GCFL,1,133,C,1,2.5,3.6,34,70.5,GAR031,192
2118,2024,1,1,2024-06-06,2,192,GAR031-A,21,GAR031-21,2,BRTH,6,170,C,1,2.5,3.6,34,70.5,GAR031,192
2119,2024,1,1,2024-06-06,2,192,GAR031-A,21,GAR031-21,2,CLSW,5,48,V,3,2.5,3.6,34,70.5,GAR031,192
2120,2024,1,1,2024-06-06,2,192,GAR031-A,21,GAR031-21,3,CLSW,7,53,V,1,2.5,3.6,34,70.5,GAR031,192
2121,2024,1,1,2024-06-06,2,192,GAR031-A,21,GAR031-21,2,CLSW,2,59,V,4,2.5,3.6,34,70.5,GAR031,192
2122,2024,1,1,2024-06-06,2,192,GAR031-A,21,GAR031-21,1,BRTH,1,133,C,1,2.5,3.6,34,70.5,GAR031,192
2123,2024,1,1,2024-06-06,2,192,GAR031-A,21,GAR031-21,NA,NA,NA,NA,NA,NA,2.5,3.6,34,70.5,GAR031,192
2124,2024,1,1,2024-06-06,2,192,GAR031-A,21,GAR031-21,4,BHCO,1,99,C,1,2.5,3.6,34,70.5,GAR031,192
